StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_sue_1,defective_1,negligence_1,counterfactual_1,capability_1,fault_1,superhuman_1,comp1,comp_accident,av_trust_1_1,av_trust_2_1,av_trust_3_1,av_trust_4_1,av_trust_5_1,ai_familiarity_1,liab_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,questions_1_DO,questions_2_DO,scales_DO
2022-10-11 22:04:59,2022-10-11 22:08:37,0,108.51.100.158,100,217,1,2022-10-11 22:08:37,R_SIgrsX1nB4PN5Lz,,,,,39.1361,-77.2824,anonymous,EN,1,2,2,0,0,40.799,0,0,0,11.973,0,100,0,0,0,0,0,100,61,,1,,,,,,0,61,2,,39,4,,Q90|negligence|vB_sue|vA_sue|defective,Q71|fault|counterfactual|capability,
2022-10-11 22:05:42,2022-10-11 22:08:43,0,208.200.6.224,100,181,1,2022-10-11 22:08:44,R_ZeJXIRiXrW7qK4N,,,,,39.085,-77.0932,anonymous,EN,1,2,2,19.347,19.765,30.614,2,0,0,23.496,0,82,85,70,73,74,68,78,82,1,2,,,,,,66,71,1,,43,5,,Q90|vB_sue|vA_sue|negligence|defective,Q71|counterfactual|capability|fault,
2022-10-11 22:06:58,2022-10-11 22:10:00,0,72.209.177.161,100,181,1,2022-10-11 22:10:00,R_3NUt3KD8gqhzY0Q,,,,,37.0687,-97.031,anonymous,EN,1,2,2,1.968,14.007,14.874,4,2.612,10.319,11.036,3,85,14,22,91,83,93,78,50,,2,,,,,,62,84,1,,31,1,,Q90|defective|vB_sue|vA_sue|negligence,Q71|counterfactual|capability|fault,
2022-10-11 22:05:07,2022-10-11 22:10:08,0,96.36.76.131,100,301,1,2022-10-11 22:10:08,R_2pXfxP4eWT9xxgD,,,,,34.9334,-81.9689,anonymous,EN,1,2,2,0.843,0.843,11.518,1,0,0,11.932,0,100,0,9,19,10,50,50,72,,1,,,,,,50,60,2,,35,5,,Q90|vB_sue|defective|negligence|vA_sue,Q71|counterfactual|capability|fault,
2022-10-11 22:06:12,2022-10-11 22:11:55,0,104.231.97.46,100,342,1,2022-10-11 22:11:55,R_3Gp1RdBxnEANshB,,,,,41.6868,-81.3399,anonymous,EN,1,2,2,0,0,20.197,0,0,0,12.854,0,100,0,0,0,0,5,50,75,,1,,,,,,50,25,1,,35,4,,Q90|vB_sue|negligence|defective|vA_sue,Q71|capability|fault|counterfactual,
2022-10-11 22:07:50,2022-10-11 22:12:12,0,98.127.137.72,100,262,1,2022-10-11 22:12:13,R_QhLTNLcJExh12NP,,,,,46.6099,-112.0244,anonymous,EN,1,2,2,0,0,20.983,0,0,0,11.989,0,100,0,0,5,0,5,50,92,,1,,,,,,0,20,1,,50,1,,Q90|defective|negligence|vB_sue|vA_sue,Q71|capability|fault|counterfactual,
2022-10-11 22:09:44,2022-10-11 22:12:47,0,70.18.11.212,100,182,1,2022-10-11 22:12:47,R_SOxrhuID20r1JFT,,,,,40.6446,-73.9743,anonymous,EN,1,2,2,0,0,15.898,0,0,0,12.393,0,100,0,1,5,6,16,61,25,,1,,,,,,60,81,1,,40,4,,Q90|vB_sue|negligence|vA_sue|defective,Q71|fault|counterfactual|capability,
2022-10-11 22:08:48,2022-10-11 22:14:51,0,70.37.209.163,100,362,1,2022-10-11 22:14:51,R_dmMrmlqtvzKigFz,,,,,42.5037,-97.2056,anonymous,EN,1,2,2,0,0,18.248,0,0,0,14.331,0,96,0,0,2,0,82,77,100,,1,,,,,,1,64,2,,40,2,,Q90|defective|vA_sue|negligence|vB_sue,Q71|capability|counterfactual|fault,
2022-10-11 22:07:29,2022-10-11 22:15:17,0,184.170.240.236,100,467,1,2022-10-11 22:15:17,R_psWM32qs45xW0k9,,,,,33.4413,-112.0421,anonymous,EN,1,2,2,0,0,21.501,0,0,0,19.611,0,22,15,9,12,76,96,15,67,1,2,,,,,,84,69,2,,28,7,,Q90|defective|negligence|vB_sue|vA_sue,Q71|fault|capability|counterfactual,
2022-10-11 22:06:29,2022-10-11 22:16:44,0,209.142.123.226,100,614,1,2022-10-11 22:16:44,R_2tEkDCpQSaNaT80,,,,,39.0469,-77.4903,anonymous,EN,1,2,2,0,0,72.977,0,0,0,40.864,0,82,13,75,53,71,40,50,80,1,1,,,,,,72,79,2,,44,5,,Q90|defective|vB_sue|negligence|vA_sue,Q71|counterfactual|capability|fault,
2022-10-11 22:13:12,2022-10-11 22:17:23,0,65.215.70.113,100,250,1,2022-10-11 22:17:23,R_1gMh0YoE9HPflPH,,,,,40.7123,-74.0068,anonymous,EN,1,2,2,0,0,73.32,0,0,0,16.78,0,100,93,97,99,98,96,96,100,1,1,,,,,,94,96,1,,60,3,,Q90|vA_sue|defective|negligence|vB_sue,Q71|capability|fault|counterfactual,
2022-10-11 22:14:29,2022-10-11 22:18:45,0,67.245.33.131,100,255,1,2022-10-11 22:18:46,R_40cmu8R8ajfQMGB,,,,,40.7579,-73.9332,anonymous,EN,1,2,2,0,0,23.072,0,0,0,10.676,0,100,0,2,0,0,6,34,89,,1,,,,,,75,67,1,,27,4,,Q90|defective|vA_sue|negligence|vB_sue,Q71|counterfactual|fault|capability,
2022-10-11 22:16:19,2022-10-11 22:19:35,0,68.32.41.142,100,196,1,2022-10-11 22:19:36,R_3I4AQxAZcXQoGFa,,,,,42.4327,-83.0396,anonymous,EN,1,2,2,0,0,17.957,0,0,0,14.528,0,80,40,35,71,35,65,74,90,,1,,,,,,57,38,1,,35,1,,Q90|negligence|defective|vA_sue|vB_sue,Q71|capability|fault|counterfactual,
2022-10-11 22:16:50,2022-10-11 22:20:36,0,73.223.236.18,100,225,1,2022-10-11 22:20:36,R_2akltqn4H73Z49s,,,,,37.3028,-121.9982,anonymous,EN,1,2,2,0,0,15.894,0,0,0,10.928,0,100,0,0,0,0,0,0,100,,1,,,,,,50,70,1,,23,4,,Q90|vB_sue|vA_sue|negligence|defective,Q71|capability|counterfactual|fault,
2022-10-11 22:19:36,2022-10-11 22:22:43,0,172.14.118.218,100,186,1,2022-10-11 22:22:44,R_3PHTe9TK8yNJSM5,,,,,34.137,-118.2376,anonymous,EN,1,2,2,0,0,17.781,0,0,0,12.889,0,100,0,0,0,0,0,23,100,,1,,,,,,75,90,2,,38,4,,Q90|negligence|vA_sue|vB_sue|defective,Q71|counterfactual|fault|capability,
2022-10-11 22:20:36,2022-10-11 22:22:45,0,73.49.60.153,100,128,1,2022-10-11 22:22:45,R_2Etw2qZ2GzRh7xk,,,,,26.0703,-80.2248,anonymous,EN,1,2,2,0,0,11.814,0,0,0,10.887,0,100,83,0,0,11,9,53,100,,1,,,,,,85,91,1,,34,4,,Q90|negligence|vB_sue|defective|vA_sue,Q71|capability|fault|counterfactual,
2022-10-11 22:20:19,2022-10-11 22:23:04,0,107.77.215.130,100,165,1,2022-10-11 22:23:04,R_2z8zzY7IDGoBSVs,,,,,28.6344,-81.6221,anonymous,EN,1,2,2,3.068,11.918,12.58,3,4.226,5.234,11.21,2,100,0,0,0,0,0,0,99,,1,,,,,,0,0,1,,25,1,,Q90|negligence|defective|vA_sue|vB_sue,Q71|capability|fault|counterfactual,
2022-10-11 22:19:38,2022-10-11 22:24:15,0,104.171.167.25,100,276,1,2022-10-11 22:24:15,R_6A5ZRFBeeNv9Nnz,,,,,39.0469,-77.4903,anonymous,EN,1,2,2,0,0,38.702,0,0,0,27.568,0,67,76,81,75,67,80,75,70,1,1,,,,,,82,71,2,,47,4,,Q90|negligence|vA_sue|vB_sue|defective,Q71|counterfactual|capability|fault,
2022-10-11 22:08:27,2022-10-11 22:26:00,0,76.153.18.77,100,1053,1,2022-10-11 22:26:00,R_30hMDc4ZSYOiiiN,,,,,25.8119,-80.2318,anonymous,EN,1,2,2,12.077,12.077,73.349,1,0,0,16.567,0,80,70,50,57,80,60,62,82,,1,,,,,,71,55,1,,57,7,,Q90|vA_sue|negligence|vB_sue|defective,Q71|capability|fault|counterfactual,
2022-10-11 22:05:43,2022-10-11 22:26:17,0,50.223.132.21,100,1233,1,2022-10-11 22:26:17,R_2f3E57aFcNzd8nb,,,,,40.7123,-74.0068,anonymous,EN,1,2,2,12.289,13.156,104.894,2,0,0,22.564,0,57,80,88,90,70,87,67,60,,1,,,,,,67,88,2,,41,5,,Q90|negligence|defective|vB_sue|vA_sue,Q71|fault|counterfactual|capability,
2022-10-11 22:24:57,2022-10-11 22:27:50,0,68.2.91.69,100,172,1,2022-10-11 22:27:50,R_2XpL34ty4mvdkBx,,,,,33.5988,-111.8795,anonymous,EN,1,2,2,3.357,15.296,16.452,2,1.591,10.83,11.579,3,100,7,0,0,0,0,49,92,,1,,,,,,0,52,1,,58,4,,Q90|vB_sue|defective|vA_sue|negligence,Q71|fault|counterfactual|capability,
2022-10-11 22:27:54,2022-10-11 22:31:22,0,71.30.243.130,100,207,1,2022-10-11 22:31:22,R_2QGSODJNrxMXdBV,,,,,30.1784,-83.0309,anonymous,EN,1,2,2,0,0,16.403,0,0,0,14.438,0,85,25,9,5,87,7,37,93,,1,,,,,,63,81,1,,36,4,,Q90|vA_sue|defective|vB_sue|negligence,Q71|capability|fault|counterfactual,
2022-10-11 22:29:57,2022-10-11 22:33:11,0,162.199.164.185,100,194,1,2022-10-11 22:33:12,R_3dVZnNajPbobZu8,,,,,33.1909,-96.6198,anonymous,EN,1,2,2,2.851,9.547,27.031,2,0,0,13.2,0,0,0,0,100,50,100,100,100,,1,,,,,,50,0,1,,41,4,,Q90|vB_sue|negligence|defective|vA_sue,Q71|fault|counterfactual|capability,
2022-10-11 22:29:15,2022-10-11 22:33:23,0,24.95.181.46,100,248,1,2022-10-11 22:33:24,R_1N5qiTcK4kYXohf,,,,,38.4736,-82.6413,anonymous,EN,1,2,2,0,0,34.832,0,0,0,11.497,0,80,10,10,10,40,30,50,35,1,1,,,,,,10,60,2,,50,4,,Q90|vB_sue|negligence|vA_sue|defective,Q71|counterfactual|capability|fault,
2022-10-11 22:30:10,2022-10-11 22:35:00,0,208.220.130.193,100,290,1,2022-10-11 22:35:01,R_1E0eGZYn9TmhHF6,,,,,42.7514,-71.5786,anonymous,EN,1,2,2,0,0,12.647,0,0,0,12.362,0,37,71,71,78,68,41,69,70,,2,,,,,,70,66,1,,30,4,,Q90|vA_sue|negligence|defective|vB_sue,Q71|fault|counterfactual|capability,
2022-10-11 22:36:21,2022-10-11 22:36:49,0,100.35.102.253,100,27,1,2022-10-11 22:36:50,R_1GJtkOB31sdsfqk,,,,,40.7463,-74.1553,anonymous,EN,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-11 22:36:28,2022-10-11 22:37:44,0,47.187.221.33,100,75,1,2022-10-11 22:37:44,R_3oMI4hhJcgTwq09,,,,,33.0757,-96.7827,anonymous,EN,1,2,2,12.565,12.565,12.794,1,0,0,11.364,0,74,65,24,73,36,41,59,67,1,1,,,,,,60,65,3,,33,4,,Q90|vA_sue|vB_sue|negligence|defective,Q71|capability|counterfactual|fault,
2022-10-11 22:34:58,2022-10-11 22:37:58,0,108.184.40.35,100,180,1,2022-10-11 22:37:58,R_sdTpwj4cSH1zEs1,,,,,33.9893,-118.089,anonymous,EN,1,2,2,0,0,28.325,0,0,0,11.387,0,76,19,8,6,3,27,10,83,,1,,,,,,16,48,2,,30,3,,Q90|vB_sue|defective|negligence|vA_sue,Q71|counterfactual|fault|capability,
2022-10-11 22:35:32,2022-10-11 22:38:02,0,99.190.46.172,100,150,1,2022-10-11 22:38:03,R_1lt9alFEWE9OqGa,,,,,35.1936,-80.6865,anonymous,EN,1,2,2,0,0,13.553,0,0,0,11.884,0,91,8,25,0,18,7,6,84,,1,,,,,,12,13,2,,22,3,,Q90|vA_sue|defective|vB_sue|negligence,Q71|capability|counterfactual|fault,
2022-10-11 22:33:22,2022-10-11 22:38:12,0,23.119.175.212,100,290,1,2022-10-11 22:38:12,R_emQjdAl7HOIut9f,,,,,29.6918,-95.6526,anonymous,EN,1,2,2,20.186,30.942,31.513,3,0,0,11.32,0,100,0,0,0,24,30,70,82,,1,,,,,,30,40,1,,35,1,,Q90|vB_sue|vA_sue|negligence|defective,Q71|fault|capability|counterfactual,
2022-10-11 22:36:20,2022-10-11 22:38:44,0,67.189.129.240,100,143,1,2022-10-11 22:38:44,R_xlrlCULqK6l3LIB,,,,,41.4098,-73.59,anonymous,EN,1,2,2,0,0,20.965,0,0,0,11.066,0,74,15,50,34,50,50,50,50,,1,,,,,,73,50,1,,35,4,,Q90|defective|vA_sue|vB_sue|negligence,Q71|capability|fault|counterfactual,
2022-10-11 22:35:35,2022-10-11 22:38:54,0,69.4.154.8,100,199,1,2022-10-11 22:38:54,R_3CTTq7mzqtoDZYj,,,,,38.7169,-121.3677,anonymous,EN,1,2,2,0,0,11.571,0,0,0,11.498,0,98,4,3,4,9,65,81,80,,1,,,,,,67,91,1,,50,5,,Q90|vA_sue|vB_sue|defective|negligence,Q71|counterfactual|fault|capability,
2022-10-11 22:35:53,2022-10-11 22:39:02,0,104.245.141.164,100,188,1,2022-10-11 22:39:02,R_2CxrsHN51zv9vcK,,,,,37.4418,-83.2976,anonymous,EN,1,2,2,0,0,11.868,0,0,0,11.15,0,95,10,0,10,10,30,15,85,,1,,,,,,15,55,1,,35,3,,Q90|defective|vB_sue|vA_sue|negligence,Q71|capability|fault|counterfactual,
2022-10-11 22:37:11,2022-10-11 22:39:46,0,174.205.46.226,100,154,1,2022-10-11 22:39:46,R_2wz90gUrH9fxzbH,,,,,36.175,-115.1372,anonymous,EN,1,2,2,1.671,23.339,24.254,3,2.127,2.127,11.08,1,88,88,32,26,37,32,65,81,1,2,,,,,,61,59,1,,31,4,,Q90|negligence|vB_sue|defective|vA_sue,Q71|counterfactual|capability|fault,
2022-10-11 22:37:46,2022-10-11 22:41:08,0,205.156.136.250,100,201,1,2022-10-11 22:41:08,R_28HcNq8o4hMIAZU,,,,,32.7797,-96.8022,anonymous,EN,1,2,2,17.992,17.992,18.647,1,0,0,11.268,0,100,0,0,0,0,50,52,100,,1,,,,,,21,64,1,,31,4,,Q90|negligence|vA_sue|defective|vB_sue,Q71|capability|counterfactual|fault,
2022-10-11 22:37:23,2022-10-11 22:41:13,0,107.122.245.49,100,229,1,2022-10-11 22:41:13,R_2PBEQYKRHKlgu1F,,,,,42.3575,-83.2162,anonymous,EN,1,2,2,3.397,3.397,20.686,1,10.077,10.077,15.149,1,90,0,0,0,13,61,65,80,1,1,,,,,,16,79,1,,32,1,,Q90|vA_sue|negligence|defective|vB_sue,Q71|fault|capability|counterfactual,
2022-10-11 22:36:32,2022-10-11 22:42:05,0,75.184.45.51,100,332,1,2022-10-11 22:42:05,R_byMYfa3JRMxHSdb,,,,,35.001,-78.9345,anonymous,EN,1,2,2,11.471,11.471,49.569,1,0,0,11.346,0,100,4,0,15,40,53,70,85,,1,,,,,,0,0,2,,65,4,,Q90|negligence|vA_sue|defective|vB_sue,Q71|counterfactual|fault|capability,
2022-10-11 22:36:13,2022-10-11 22:42:06,0,68.101.172.192,100,353,1,2022-10-11 22:42:06,R_2pWQM5FdCmS7i9M,,,,,33.1097,-117.067,anonymous,EN,1,2,2,5.486,16.094,57.492,2,0,0,32.603,0,100,0,0,10,5,55,90,100,,1,,,,,,50,55,1,,39,4,,Q90|negligence|vA_sue|defective|vB_sue,Q71|counterfactual|fault|capability,
2022-10-11 22:35:59,2022-10-11 22:42:24,0,66.109.35.156,100,385,1,2022-10-11 22:42:25,R_2s33QXqQbf1Ja3n,,,,,42.731,-73.7081,anonymous,EN,1,2,2,0,0,18.299,0,0,0,29.922,0,100,73,50,100,14,89,17,73,,2,,,,,,65,66,1,,26,4,,Q90|negligence|vB_sue|defective|vA_sue,Q71|fault|counterfactual|capability,
2022-10-11 22:39:49,2022-10-11 22:42:44,0,65.78.109.183,100,175,1,2022-10-11 22:42:45,R_pH6xTfkXMysvKrT,,,,,40.5995,-75.3763,anonymous,EN,1,2,2,0,0,28.96,0,0,0,11.226,0,100,0,0,0,40,14,0,100,1,1,,,,,,40,40,1,,44,6,,Q90|vB_sue|vA_sue|negligence|defective,Q71|capability|fault|counterfactual,
2022-10-11 22:39:23,2022-10-11 22:42:52,0,47.156.185.2,100,209,1,2022-10-11 22:42:52,R_Za6Tl8ZfP0ZhjDX,,,,,33.8308,-118.1125,anonymous,EN,1,2,2,19.743,19.743,20.516,1,8.366,8.366,11.461,1,100,36,3,20,43,38,82,92,,1,,,,,,31,67,1,,51,5,,Q90|vB_sue|negligence|defective|vA_sue,Q71|counterfactual|fault|capability,
2022-10-11 22:36:58,2022-10-11 22:42:58,0,45.51.107.21,100,360,1,2022-10-11 22:42:59,R_1gOX1KaKcpMZcP8,,,,,34.2666,-118.7643,anonymous,EN,1,2,2,0,0,37.85,0,0,0,11.054,0,100,0,0,0,0,0,100,100,,1,,,,,,75,75,1,,41,3,,Q90|vB_sue|defective|vA_sue|negligence,Q71|fault|capability|counterfactual,
2022-10-11 22:41:04,2022-10-11 22:43:12,0,174.70.185.33,100,127,1,2022-10-11 22:43:12,R_SZeEI6K3SeXVbln,,,,,39.0539,-95.7097,anonymous,EN,1,2,2,11.185,11.185,11.486,1,10.928,10.928,11.284,1,100,0,0,0,0,0,94,50,,1,,,,,,0,26,1,,35,3,,Q90|vB_sue|negligence|defective|vA_sue,Q71|fault|counterfactual|capability,
2022-10-11 22:39:03,2022-10-11 22:43:21,0,97.87.72.82,100,257,1,2022-10-11 22:43:21,R_1Lb9jqY0UFTjzLl,,,,,36.2099,-81.6724,anonymous,EN,1,2,2,0,0,28.139,0,0,0,13.659,0,100,0,0,0,7,4,82,78,,1,,,,,,26,65,2,,30,4,,Q90|negligence|defective|vA_sue|vB_sue,Q71|counterfactual|capability|fault,
2022-10-11 22:39:49,2022-10-11 22:44:03,0,71.196.173.184,100,254,1,2022-10-11 22:44:04,R_1PY32ZQh8brXgwe,,,,,39.8147,-105.1168,anonymous,EN,1,2,2,0,0,25.572,0,0,0,15.245,0,100,0,0,0,0,0,0,100,,1,,,,,,0,80,1,,48,3,,Q90|vB_sue|negligence|defective|vA_sue,Q71|counterfactual|fault|capability,
2022-10-11 22:40:30,2022-10-11 22:44:09,0,24.11.115.28,100,218,1,2022-10-11 22:44:10,R_yVokk8R2fLKfkEV,,,,,40.4953,-111.9439,anonymous,EN,1,2,2,32.617,32.98,33.331,2,0,0,27.389,0,100,0,0,0,0,100,0,89,1,2,,,,,,82,84,1,,44,4,,Q90|vA_sue|vB_sue|defective|negligence,Q71|fault|counterfactual|capability,
2022-10-11 22:39:00,2022-10-11 22:44:20,0,185.147.195.74,100,320,1,2022-10-11 22:44:21,R_2ALObgJlPVSyJ4r,,,,,45.8273,-118.5014,anonymous,EN,1,2,2,0,0,25.777,0,0,0,14.992,0,100,0,0,0,4,9,96,82,,1,,,,,,39,88,2,,52,3,,Q90|defective|negligence|vB_sue|vA_sue,Q71|counterfactual|capability|fault,
2022-10-11 22:41:05,2022-10-11 22:44:28,0,108.194.200.239,100,203,1,2022-10-11 22:44:28,R_2zU4b6qa2nP4EdA,,,,,29.4744,-90.544,anonymous,EN,1,2,2,13.794,14.482,22.345,2,2.247,2.247,11.448,1,100,0,0,0,0,0,0,0,1,1,,,,,,60,80,2,,37,1,,Q90|negligence|vB_sue|defective|vA_sue,Q71|counterfactual|capability|fault,
2022-10-11 22:42:32,2022-10-11 22:44:50,0,98.36.187.124,100,137,1,2022-10-11 22:44:50,R_27K9lYUvBEkgvdu,,,,,38.4272,-121.442,anonymous,EN,1,2,2,4.143,19.108,19.554,9,3.249,3.249,11.278,1,100,0,0,0,5,3,50,59,,1,,,,,,53,52,2,,27,4,,Q90|defective|negligence|vB_sue|vA_sue,Q71|fault|counterfactual|capability,
2022-10-11 22:38:03,2022-10-11 22:45:18,0,73.173.70.5,100,434,1,2022-10-11 22:45:18,R_3Pvpd1aDJRzLbjS,,,,,39.3529,-76.5743,anonymous,EN,1,2,2,6.493,6.493,41.452,1,0,0,17.169,0,67,45,55,44,67,65,64,61,,1,,,,,,61,58,1,,26,4,,Q90|negligence|defective|vA_sue|vB_sue,Q71|capability|fault|counterfactual,
2022-10-11 22:42:22,2022-10-11 22:45:18,0,68.194.199.74,100,175,1,2022-10-11 22:45:18,R_237cDeo7thogIFX,,,,,40.4551,-74.4871,anonymous,EN,1,2,2,7.919,13.352,14.226,2,13.14,13.14,13.77,1,35,61,8,71,50,88,93,80,,2,,,,,,5,35,1,,37,3,,Q90|negligence|defective|vA_sue|vB_sue,Q71|fault|capability|counterfactual,
2022-10-11 22:35:53,2022-10-11 22:45:34,0,172.14.33.236,100,581,1,2022-10-11 22:45:35,R_25NoQuIB7hmhRBq,,,,,37.9985,-121.8878,anonymous,EN,1,2,2,0,0,21.44,0,0,0,18.842,0,68,62,26,63,37,100,100,51,,1,,,,,,26,100,2,,30,5,,Q90|vB_sue|negligence|defective|vA_sue,Q71|fault|capability|counterfactual,
2022-10-11 22:37:07,2022-10-11 22:45:45,0,162.206.59.204,100,517,1,2022-10-11 22:45:45,R_7Qk61zQmVA2kDUl,,,,,29.5593,-97.9631,anonymous,EN,1,2,2,4.903,5.355,53.75,3,0,0,28.959,0,100,0,0,5,1,35,35,80,,1,,,,,,30,60,2,,46,4,,Q90|vA_sue|negligence|vB_sue|defective,Q71|counterfactual|fault|capability,
2022-10-11 22:35:15,2022-10-11 22:46:00,0,104.239.31.71,100,644,1,2022-10-11 22:46:00,R_33x7sUlKpMTSyu0,,,,,41.8874,-87.6318,anonymous,EN,1,2,2,0,0,22.472,0,0,0,18.897,0,92,90,93,96,100,92,100,92,1,1,,,,,,100,100,2,,22,5,,Q90|vA_sue|vB_sue|defective|negligence,Q71|fault|counterfactual|capability,
2022-10-11 22:44:13,2022-10-11 22:46:03,0,45.51.79.241,100,109,1,2022-10-11 22:46:03,R_22Prr7o7rpvIDw2,,,,,33.9339,-117.8854,anonymous,EN,1,2,2,11.021,11.021,11.396,1,0,0,18.137,0,22,84,35,100,65,50,40,50,,2,,,,,,20,50,1,,25,7,,Q90|negligence|vB_sue|vA_sue|defective,Q71|fault|counterfactual|capability,
2022-10-11 22:40:42,2022-10-11 22:46:12,0,99.67.59.154,100,329,1,2022-10-11 22:46:12,R_aacXzZHjr2SPfTH,,,,,33.8744,-117.8565,anonymous,EN,1,2,2,0,0,47.461,0,0,0,13.133,0,94,3,2,11,13,37,84,98,,1,,,,,,66,72,2,,64,4,,Q90|defective|vA_sue|vB_sue|negligence,Q71|counterfactual|fault|capability,
2022-10-11 22:44:54,2022-10-11 22:46:37,0,70.186.229.82,100,102,1,2022-10-11 22:46:38,R_2aghs5OQaSFDkSu,,,,,36.2038,-115.2255,anonymous,EN,1,2,2,0,0,14.115,0,0,0,12.166,0,72,86,44,72,74,100,71,80,,1,,,,,,71,72,1,,26,4,,Q90|defective|vA_sue|vB_sue|negligence,Q71|fault|counterfactual|capability,
2022-10-11 22:41:14,2022-10-11 22:46:49,0,71.236.243.128,100,335,1,2022-10-11 22:46:50,R_2E5VzXeZMICUlzA,,,,,44.0645,-123.1461,anonymous,EN,1,2,2,0,0,40.4,0,0,0,11.729,0,100,0,0,75,100,100,100,0,,1,,,,,,0,27,1,,63,4,,Q90|vA_sue|negligence|vB_sue|defective,Q71|capability|counterfactual|fault,
2022-10-11 22:42:17,2022-10-11 22:47:02,0,72.234.120.68,100,285,1,2022-10-11 22:47:03,R_0dBQinsHtj0v3Bn,,,,,21.3328,-158.0181,anonymous,EN,1,2,2,27.697,27.697,30.04,1,0,0,16.652,0,100,0,0,0,0,0,50,100,,1,,,,,,20,60,2,,42,1,,Q90|defective|vB_sue|vA_sue|negligence,Q71|counterfactual|capability|fault,
2022-10-11 22:43:32,2022-10-11 22:47:06,0,173.174.18.31,100,214,1,2022-10-11 22:47:07,R_1DvZELbdSzquSNN,,,,,33.0032,-96.5434,anonymous,EN,1,2,2,18.989,18.989,21.101,1,19.581,19.581,21.379,1,100,0,0,0,0,0,50,100,1,1,,,,,,0,26,4,nonbinary,42,4,,Q90|negligence|vA_sue|vB_sue|defective,Q71|counterfactual|capability|fault,
2022-10-11 22:41:14,2022-10-11 22:48:04,0,173.175.143.100,100,409,1,2022-10-11 22:48:04,R_3h5AqUjJizy8HXc,,,,,31.7899,-106.3658,anonymous,EN,1,2,2,0,0,38,0,0,0,12.988,0,100,0,0,0,19,60,80,80,,1,,,,,,70,80,2,,24,4,,Q90|defective|vB_sue|negligence|vA_sue,Q71|fault|counterfactual|capability,
2022-10-11 22:45:00,2022-10-11 22:48:14,0,70.175.146.17,100,194,1,2022-10-11 22:48:15,R_3szepJPFjNxP2oy,,,,,33.5472,-117.6238,anonymous,EN,1,2,2,0,0,13.979,0,11.268,11.268,14.082,1,100,0,0,0,0,5,50,60,,1,,,,,,25,45,2,,27,4,,Q90|negligence|vA_sue|defective|vB_sue,Q71|counterfactual|fault|capability,
2022-10-11 22:42:39,2022-10-11 22:48:32,0,24.251.186.74,100,353,1,2022-10-11 22:48:33,R_UMY6napMUYF316h,,,,,33.3121,-111.8213,anonymous,EN,1,2,2,0,0,34.789,0,0,0,11.588,0,100,0,20,61,60,100,100,100,,1,,,,,,0,81,1,,43,3,,Q90|negligence|defective|vB_sue|vA_sue,Q71|capability|counterfactual|fault,
2022-10-11 22:38:39,2022-10-11 22:48:47,0,71.238.108.115,100,608,1,2022-10-11 22:48:48,R_WciCbe1tghJh6fv,,,,,45.7168,-122.6899,anonymous,EN,1,2,2,0,0,37.298,0,0,0,34.839,0,100,0,0,0,4,0,83,100,,1,,,,,,27,94,2,,39,5,,Q90|negligence|vB_sue|vA_sue|defective,Q71|counterfactual|fault|capability,
2022-10-11 22:45:43,2022-10-11 22:48:52,0,108.185.146.83,100,189,1,2022-10-11 22:48:53,R_241Na73PsV9hHXA,,,,,34.047,-118.275,anonymous,EN,1,2,2,0,0,21.031,0,0,0,11.415,0,0,100,50,100,55,100,74,100,,2,,,,,,27,47,2,,49,3,,Q90|negligence|defective|vA_sue|vB_sue,Q71|counterfactual|fault|capability,
2022-10-11 22:46:21,2022-10-11 22:48:52,0,24.23.20.225,100,151,1,2022-10-11 22:48:53,R_2pLWYwnFt8BvO0t,,,,,38.7169,-121.3677,anonymous,EN,1,2,2,1.235,1.235,15.327,1,0,0,11.068,0,100,0,0,8,12,4,61,23,,1,,,,,,54,78,2,,22,4,,Q90|vA_sue|vB_sue|negligence|defective,Q71|counterfactual|capability|fault,
2022-10-11 22:44:56,2022-10-11 22:48:59,0,104.35.101.10,100,243,1,2022-10-11 22:49:00,R_1gv9wtc9FlPqc7E,,,,,34.1867,-118.3878,anonymous,EN,1,2,2,3.184,15.53,18.44,2,3.995,3.995,11.671,1,100,0,86,100,29,35,18,85,,1,,,,,,72,89,2,,29,4,,Q90|defective|negligence|vA_sue|vB_sue,Q71|fault|capability|counterfactual,
2022-10-11 22:43:00,2022-10-11 22:49:04,0,192.180.12.203,100,363,1,2022-10-11 22:49:05,R_2R35ZTSsyHHokDz,,,,,41.1236,-83.1819,anonymous,EN,1,2,2,0,0,22.494,0,0,0,11.416,0,80,0,0,0,72,36,74,67,,1,,,,,,44,85,1,,24,1,,Q90|vA_sue|negligence|defective|vB_sue,Q71|fault|counterfactual|capability,
