StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_sue_1,vB_sue_1,defective_1,negligence_1,counterfactual_1,capability_1,fault_1,superhuman_1,comp1,comp_accident,ai_familiarity_1,liab_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,questions_1_DO,questions_2_DO
2022-11-14 09:59:11,2022-11-14 10:01:05,0,67.10.81.157,100,113,1,2022-11-14 10:01:05,R_1FIKWZkk4epHUEz,,,,,25.9244,-97.4626,anonymous,EN,1,2,2,0,0,11.042,0,0,0,10.882,0,100,0,0,0,0,49,58,89,,1,18,14,2,,30,3,,Q90|vB_sue|vA_sue|negligence|defective,Q71|fault|counterfactual|capability
2022-11-14 09:58:04,2022-11-14 10:01:13,0,184.91.127.17,100,189,1,2022-11-14 10:01:14,R_2bUUkXybCLSvqYL,,,,,28.6524,-81.4897,anonymous,EN,1,2,2,0,0,15.087,0,0,0,11.759,0,100,0,0,0,0,0,50,100,,1,30,0,2,,43,1,,Q90|vA_sue|negligence|vB_sue|defective,Q71|counterfactual|capability|fault
2022-11-14 09:59:46,2022-11-14 10:04:18,0,24.237.164.78,100,272,1,2022-11-14 10:04:19,R_3oWRluOrLgDstL1,,,,,61.5883,-149.3959,anonymous,EN,1,2,2,0,0,22.601,0,0,0,11.757,0,80,10,20,30,20,30,70,75,,1,30,30,2,,36,1,,Q90|negligence|vA_sue|defective|vB_sue,Q71|fault|counterfactual|capability
2022-11-14 09:49:09,2022-11-14 10:04:58,0,141.165.38.91,100,949,1,2022-11-14 10:04:58,R_3L0bvVgxVjAwmXH,,,,,32.45,-81.7158,anonymous,EN,1,2,2,0,0,12.124,0,0,0,336.26,0,40,79,47,35,40,38,57,66,,2,36,34,2,,23,4,,Q90|vB_sue|negligence|defective|vA_sue,Q71|counterfactual|fault|capability
2022-11-14 10:02:25,2022-11-14 10:05:05,0,67.149.145.170,100,159,1,2022-11-14 10:05:05,R_vv6MyUE4rBf0MrD,,,,,42.558,-82.998,anonymous,EN,1,2,2,9.373,21.829,22.29,2,3.4,3.4,11.122,1,89,20,18,15,71,27,19,76,1,1,26,36,2,,28,4,,Q90|vB_sue|negligence|vA_sue|defective,Q71|counterfactual|capability|fault
2022-11-14 10:02:21,2022-11-14 10:05:09,0,38.71.66.207,100,167,1,2022-11-14 10:05:09,R_2658q6TCOdYXtSl,,,,,46.0966,-88.641,anonymous,EN,1,2,2,0,0,11.397,0,0,0,11.183,0,100,0,0,0,0,0,0,80,1,1,50,21,1,,39,3,,Q90|defective|vB_sue|vA_sue|negligence,Q71|fault|counterfactual|capability
2022-11-14 10:00:29,2022-11-14 10:05:11,0,76.128.223.158,100,282,1,2022-11-14 10:05:11,R_3sh1TGhuVA3HVyV,,,,,26.6371,-80.0841,anonymous,EN,1,2,2,5.33,26.844,29.193,3,0,0,13.431,0,100,0,0,0,0,9,100,92,,1,80,8,2,,70,1,,Q90|negligence|defective|vA_sue|vB_sue,Q71|capability|fault|counterfactual
2022-11-14 10:00:25,2022-11-14 10:05:36,0,47.183.187.148,100,310,1,2022-11-14 10:05:36,R_x3FZl84pxkIDfep,,,,,30.6667,-98.4419,anonymous,EN,1,2,2,0,0,32.724,0,0,0,14.527,0,100,0,2,100,100,7,61,94,,1,65,69,2,,47,3,,Q90|vA_sue|defective|negligence|vB_sue,Q71|counterfactual|capability|fault
2022-11-14 10:03:19,2022-11-14 10:05:54,0,24.154.229.133,100,155,1,2022-11-14 10:05:55,R_28IexM02whGz5ts,,,,,38.4376,-82.5547,anonymous,EN,1,2,2,0,0,20.354,0,0,0,13.934,0,100,0,0,0,0,0,0,100,,1,46,0,1,,40,4,,Q90|vA_sue|vB_sue|negligence|defective,Q71|fault|counterfactual|capability
2022-11-14 10:03:40,2022-11-14 10:06:15,0,107.13.236.197,100,155,1,2022-11-14 10:06:16,R_2TLGmlQnnwiG6Jt,,,,,35.8025,-78.6405,anonymous,EN,1,2,2,0,0,15.68,0,0,0,14.967,0,100,0,0,0,20,10,50,100,,1,10,0,2,,29,4,,Q90|vB_sue|negligence|vA_sue|defective,Q71|fault|counterfactual|capability
2022-11-14 10:04:01,2022-11-14 10:07:15,0,208.65.236.49,100,194,1,2022-11-14 10:07:15,R_22uapC5m4TkHJ23,,,,,42.9934,-84.1595,anonymous,EN,1,2,2,0,0,26.709,0,0,0,12.799,0,100,0,0,0,0,0,62,100,,1,9,0,2,,42,3,,Q90|negligence|vB_sue|vA_sue|defective,Q71|capability|fault|counterfactual
2022-11-14 10:04:41,2022-11-14 10:07:44,0,98.51.9.173,100,183,1,2022-11-14 10:07:45,R_2YS3BuhM3acxPQA,,,,,38.6226,-121.3885,anonymous,EN,1,2,2,0,0,14.288,0,0,0,11.461,0,0,100,0,100,89,100,0,0,,1,72,0,2,,44,4,,Q90|defective|negligence|vB_sue|vA_sue,Q71|fault|capability|counterfactual
2022-11-14 10:04:56,2022-11-14 10:08:41,0,24.17.142.26,100,225,1,2022-11-14 10:08:42,R_10OPuAGXCACUhRa,,,,,47.7027,-117.3702,anonymous,EN,1,2,2,14.567,14.981,23.367,2,0,0,10.892,0,100,100,0,0,2,15,25,100,,1,42,21,1,,30,3,,Q90|vB_sue|vA_sue|negligence|defective,Q71|capability|counterfactual|fault
2022-11-14 10:06:18,2022-11-14 10:08:56,0,68.62.56.123,100,158,1,2022-11-14 10:08:57,R_0jgRgjZzaJecmu5,,,,,42.7367,-84.4758,anonymous,EN,1,2,2,0,0,17.6,0,0,0,12.603,0,100,0,0,0,0,0,15,100,,1,33,24,1,,39,5,,Q90|vB_sue|vA_sue|negligence|defective,Q71|capability|counterfactual|fault
2022-11-14 10:05:37,2022-11-14 10:09:19,0,107.142.215.204,100,221,1,2022-11-14 10:09:19,R_2YihTLYuktaaAD5,,,,,34.029,-118.4005,anonymous,EN,1,2,2,0,0,19.746,0,0,0,10.981,0,100,0,0,0,0,0,50,100,,1,0,0,1,,34,4,,Q90|negligence|vB_sue|defective|vA_sue,Q71|counterfactual|fault|capability
2022-11-14 10:04:42,2022-11-14 10:09:20,0,73.95.95.118,100,277,1,2022-11-14 10:09:21,R_3j6ErpCbQT2uAAj,,,,,39.7128,-105.0953,anonymous,EN,1,2,2,2.48,32.425,34.87,2,20.164,20.164,20.734,1,100,0,0,0,0,0,50,0,,1,10,0,2,,61,4,,Q90|defective|negligence|vB_sue|vA_sue,Q71|counterfactual|capability|fault
2022-11-14 10:05:14,2022-11-14 10:09:25,0,75.184.121.219,100,250,1,2022-11-14 10:09:25,R_3KPn3JPupdA31hf,,,,,44.5034,-87.9813,anonymous,EN,1,2,2,1.691,27.088,28.697,2,6.739,19.928,27.703,3,100,0,0,0,0,6,50,100,,1,5,0,2,,64,4,,Q90|defective|vB_sue|negligence|vA_sue,Q71|counterfactual|fault|capability
2022-11-14 10:02:44,2022-11-14 10:09:31,0,2.57.168.175,100,406,1,2022-11-14 10:09:31,R_ANyeDdQ9SaxewHT,,,,,40.3318,-74.055,anonymous,EN,1,2,2,0,0,66.555,0,0,0,19.351,0,99,1,30,21,68,24,36,71,,1,79,86,1,,30,4,,Q90|vB_sue|vA_sue|negligence|defective,Q71|fault|counterfactual|capability
2022-11-14 10:05:09,2022-11-14 10:09:52,0,68.201.44.85,100,283,1,2022-11-14 10:09:53,R_2CUgSVwvL4PV1v9,,,,,30.0778,-93.8609,anonymous,EN,1,2,2,0,0,17.882,0,0,0,12.12,0,96,1,3,3,5,8,19,81,,1,20,0,2,,42,2,,Q90|defective|vA_sue|vB_sue|negligence,Q71|fault|capability|counterfactual
2022-11-14 10:03:47,2022-11-14 10:10:29,0,193.19.206.93,100,402,1,2022-11-14 10:10:29,R_3j3yFepeRIOCD00,,,,,42.3255,-83.0415,anonymous,EN,1,2,2,0,0,44.389,0,0,0,18.986,0,99,4,0,3,20,4,24,66,,1,0,59,1,,35,4,,Q90|defective|vA_sue|vB_sue|negligence,Q71|capability|counterfactual|fault
2022-11-14 10:07:46,2022-11-14 10:10:50,0,184.189.77.36,100,184,1,2022-11-14 10:10:50,R_3lJgxZlmOltO89V,,,,,29.7821,-91.504,anonymous,EN,1,2,2,0,0,17.006,0,0,0,11.442,0,100,0,0,0,0,0,75,100,,1,0,0,2,,45,3,,Q90|vB_sue|vA_sue|negligence|defective,Q71|counterfactual|fault|capability
2022-11-14 10:09:00,2022-11-14 10:11:21,0,103.107.135.184,100,140,1,2022-11-14 10:11:21,R_1DBDMe1ls8REubu,,,,,23.7731,90.3657,anonymous,EN,1,2,2,0,0,17.34,0,0,0,19.791,0,63,67,65,67,58,45,70,73,1,1,60,58,1,,38,4,,Q90|vA_sue|vB_sue|defective|negligence,Q71|counterfactual|fault|capability
2022-11-14 10:10:23,2022-11-14 10:12:43,0,68.201.44.85,100,140,1,2022-11-14 10:12:44,R_2SpHLLWLTVbQZ8v,,,,,30.0778,-93.8609,anonymous,EN,1,2,2,0,0,12.657,0,0,0,12.078,0,100,0,0,0,0,0,5,91,,1,4,0,2,,42,2,,Q90|negligence|defective|vA_sue|vB_sue,Q71|counterfactual|capability|fault
2022-11-14 10:03:42,2022-11-14 10:12:49,0,173.171.125.240,100,547,1,2022-11-14 10:12:49,R_DhPUBQZSDOzdjRn,,,,,28.1951,-81.6062,anonymous,EN,1,2,2,0,0,25.204,0,0,0,12.701,0,91,70,9,5,18,14,76,76,1,1,77,81,1,,44,4,,Q90|vB_sue|negligence|defective|vA_sue,Q71|capability|counterfactual|fault
2022-11-14 10:10:20,2022-11-14 10:12:58,0,76.138.252.87,100,157,1,2022-11-14 10:12:58,R_1OxyHZwW95JYj2B,,,,,45.6952,-122.6541,anonymous,EN,1,2,2,0,0,11.212,0,0,0,11.127,0,94,0,0,0,6,4,70,82,1,1,32,25,1,,37,3,,Q90|vB_sue|vA_sue|negligence|defective,Q71|capability|counterfactual|fault
2022-11-14 10:11:23,2022-11-14 10:13:26,0,108.73.188.110,100,123,1,2022-11-14 10:13:28,R_ptlhvrgOBHxftn3,,,,,33.852,-84.1152,anonymous,EN,1,2,2,0,0,20.286,0,0,0,17.491,0,100,0,0,0,0,18,100,50,,1,50,50,1,,30,4,,Q90|vA_sue|defective|negligence|vB_sue,Q71|capability|fault|counterfactual
2022-11-14 10:11:26,2022-11-14 10:14:15,0,67.181.73.245,100,168,1,2022-11-14 10:14:15,R_1exTJWM9xZ4wmJp,,,,,38.1228,-121.2543,anonymous,EN,1,2,2,0,0,18.15,0,0,0,12.543,0,100,0,0,0,0,7,5,50,,1,50,50,1,,33,1,,Q90|negligence|vB_sue|defective|vA_sue,Q71|counterfactual|capability|fault
2022-11-14 10:11:24,2022-11-14 10:14:40,0,97.120.92.178,100,195,1,2022-11-14 10:14:40,R_3NxQPFwstfDcQQx,,,,,45.5173,-122.6398,anonymous,EN,1,2,2,0,0,23.183,0,0,0,11.038,0,100,0,0,0,5,7,50,100,,1,6,0,1,,33,4,,Q90|vA_sue|defective|negligence|vB_sue,Q71|counterfactual|fault|capability
2022-11-14 10:04:05,2022-11-14 10:14:41,0,107.15.213.146,100,636,1,2022-11-14 10:14:41,R_sLlkUMkMqLZyiR3,,,,,35.8047,-78.8881,anonymous,EN,1,2,2,0,0,57.264,0,0,0,68.58,0,76,76,66,58,79,66,77,61,1,1,72,70,2,,34,5,,Q90|vB_sue|vA_sue|negligence|defective,Q71|capability|counterfactual|fault
2022-11-14 10:11:59,2022-11-14 10:14:50,0,47.220.38.113,100,170,1,2022-11-14 10:14:50,R_1kUEqygvjnP6i8U,,,,,38.3997,-81.582,anonymous,EN,1,2,2,0,0,21.095,0,0,0,10.701,0,100,100,0,9,22,17,64,77,,1,59,21,1,,39,1,,Q90|vA_sue|vB_sue|negligence|defective,Q71|counterfactual|fault|capability
2022-11-14 10:10:48,2022-11-14 10:15:26,0,24.125.120.89,100,278,1,2022-11-14 10:15:27,R_SBRhO5nCnggSUPT,,,,,33.852,-84.1152,anonymous,EN,1,2,2,1.94,13.841,19.249,3,0,0,24.718,0,93,1,6,14,50,20,13,66,,1,11,29,1,,27,1,,Q90|negligence|vA_sue|defective|vB_sue,Q71|counterfactual|fault|capability
2022-11-14 10:10:44,2022-11-14 10:15:44,0,76.217.93.231,100,299,1,2022-11-14 10:15:45,R_1ZdVlP6P0uDyZH3,,,,,25.7277,-80.3716,anonymous,EN,1,2,2,11.537,11.537,11.937,1,15.213,15.213,15.464,1,85,0,0,0,7,36,75,94,1,1,79,72,1,,34,4,,Q90|defective|vB_sue|negligence|vA_sue,Q71|counterfactual|fault|capability
2022-11-14 10:09:41,2022-11-14 10:15:50,0,73.34.61.56,100,368,1,2022-11-14 10:15:50,R_29tQ7ypgwBRXvIe,,,,,39.869,-104.9767,anonymous,EN,1,2,2,0,0,45.848,0,29.496,29.496,30.976,1,97,0,2,12,13,40,76,32,,1,18,9,1,,61,4,,Q90|negligence|vB_sue|defective|vA_sue,Q71|capability|fault|counterfactual
2022-11-14 10:12:30,2022-11-14 10:17:04,0,98.36.133.124,100,273,1,2022-11-14 10:17:04,R_2aetPURy0cb5NXt,,,,,38.4819,-121.4024,anonymous,EN,1,2,2,0,0,19.852,0,0,0,11.361,0,100,0,0,0,0,0,50,60,1,1,0,0,2,,28,1,,Q90|vB_sue|defective|negligence|vA_sue,Q71|counterfactual|fault|capability
2022-11-14 10:14:42,2022-11-14 10:17:11,0,100.7.113.63,100,148,1,2022-11-14 10:17:11,R_TsYSCwuEc4NWCWt,,,,,37.5109,-77.6429,anonymous,EN,1,2,2,0,0,16.185,0,0,0,11.467,0,100,0,0,0,9,5,19,100,,1,38,5,1,,55,3,,Q90|negligence|vA_sue|defective|vB_sue,Q71|capability|counterfactual|fault
2022-11-14 10:05:40,2022-11-14 10:18:35,0,73.31.148.103,100,775,1,2022-11-14 10:18:35,R_2V84AopTSTlYYkB,,,,,37.4365,-77.4807,anonymous,EN,1,2,2,10.967,170.355,172.308,3,0,0,449.315,0,93,91,26,21,16,26,63,94,1,1,56,33,2,,36,3,,Q90|negligence|vB_sue|vA_sue|defective,Q71|capability|fault|counterfactual
2022-11-14 10:07:28,2022-11-14 10:19:39,0,73.205.201.181,100,730,1,2022-11-14 10:19:39,R_2SkOYEzCKn3aPdZ,,,,,25.6589,-80.3553,anonymous,EN,1,2,2,0,0,20.353,0,0,0,12.074,0,100,0,0,0,0,0,50,50,1,1,46,3,2,,,4,,Q90|defective|vA_sue|negligence|vB_sue,Q71|fault|capability|counterfactual
2022-11-14 10:17:19,2022-11-14 10:20:45,0,174.49.109.3,100,205,1,2022-11-14 10:20:45,R_2fg1IjtMxPEBI35,,,,,34.2037,-84.1031,anonymous,EN,1,2,2,0,0,13.505,0,0,0,11.572,0,100,0,0,0,0,0,81,100,1,1,50,0,1,,40,4,,Q90|negligence|vB_sue|defective|vA_sue,Q71|fault|counterfactual|capability
2022-11-14 10:18:33,2022-11-14 10:20:59,0,50.34.51.64,100,146,1,2022-11-14 10:21:00,R_R2Yhrs2wMKKKarv,,,,,47.8534,-122.2438,anonymous,EN,1,2,2,0,0,12.04,0,0,0,11.217,0,100,0,0,0,0,0,100,100,,1,20,30,1,,52,4,,Q90|vA_sue|negligence|vB_sue|defective,Q71|fault|capability|counterfactual
2022-11-14 10:19:07,2022-11-14 10:21:35,0,35.139.6.91,100,148,1,2022-11-14 10:21:36,R_vVN4cvBLA4e9sPv,,,,,28.3637,-82.6759,anonymous,EN,1,2,2,18.26,18.26,20.157,1,3.239,3.239,11.073,1,100,0,20,4,61,29,81,16,,1,40,34,1,,32,4,,Q90|vA_sue|negligence|defective|vB_sue,Q71|fault|counterfactual|capability
2022-11-14 10:17:01,2022-11-14 10:22:00,0,75.188.203.67,100,298,1,2022-11-14 10:22:00,R_2S07bscNg51QzYp,,,,,39.9581,-82.8068,anonymous,EN,1,2,2,3.67,23.14,23.638,4,2.153,2.153,22.512,1,100,0,0,0,0,5,71,100,,1,65,60,1,,53,2,,Q90|vB_sue|defective|vA_sue|negligence,Q71|capability|counterfactual|fault
2022-11-14 10:18:24,2022-11-14 10:22:24,0,38.127.143.193,100,239,1,2022-11-14 10:22:25,R_2OHYhSqu3gbLFYf,,,,,38.9091,-77.0203,anonymous,EN,1,2,2,7.873,7.873,19.701,1,2.646,2.646,12.056,1,100,0,0,0,0,7,88,100,,1,60,30,2,,37,5,,Q90|vB_sue|negligence|defective|vA_sue,Q71|fault|counterfactual|capability
2022-11-14 10:18:55,2022-11-14 10:23:03,0,104.228.4.55,100,248,1,2022-11-14 10:23:03,R_3nkmypzVnkeG4JL,,,,,42.5376,-73.7071,anonymous,EN,1,2,2,0,0,17.924,0,0,0,12.403,0,100,0,0,0,0,20,15,50,,1,65,30,1,,47,2,,Q90|negligence|defective|vA_sue|vB_sue,Q71|capability|counterfactual|fault
2022-11-14 10:18:26,2022-11-14 10:23:12,0,47.156.105.94,100,285,1,2022-11-14 10:23:13,R_9nqZNzUf45RTvDr,,,,,34.1535,-117.8457,anonymous,EN,1,2,2,0,0,28.46,0,0,0,12.772,0,100,0,0,0,0,100,100,100,,1,20,0,1,,52,4,,Q90|defective|vB_sue|vA_sue|negligence,Q71|counterfactual|capability|fault
2022-11-14 10:19:10,2022-11-14 10:23:13,0,73.205.49.161,100,243,1,2022-11-14 10:23:13,R_1rf6aSF0wH5y1Ea,,,,,26.0988,-80.1806,anonymous,EN,1,2,2,0,0,22.118,0,0,0,15.072,0,100,0,0,0,31,100,100,71,,1,9,0,2,,42,1,,Q90|negligence|defective|vB_sue|vA_sue,Q71|capability|fault|counterfactual
2022-11-14 10:19:40,2022-11-14 10:23:15,0,69.174.135.205,100,215,1,2022-11-14 10:23:16,R_2CpLOSL4cvQYANR,,,,,39.9594,-86.0199,anonymous,EN,1,2,2,0,0,24.617,0,0,0,12.407,0,51,0,0,10,10,15,100,90,,1,20,10,2,,41,4,,Q90|vA_sue|vB_sue|negligence|defective,Q71|capability|fault|counterfactual
2022-11-14 10:19:48,2022-11-14 10:23:56,0,149.75.236.129,100,248,1,2022-11-14 10:23:56,R_1oB9JuFuwDZJUKY,,,,,42.0364,-88.324,anonymous,EN,1,2,2,0,0,25.271,0,0,0,12.272,0,100,0,61,9,19,64,47,69,1,1,22,21,2,,25,1,,Q90|vB_sue|vA_sue|negligence|defective,Q71|counterfactual|fault|capability
2022-11-14 10:22:11,2022-11-14 10:24:06,0,199.80.74.66,100,114,1,2022-11-14 10:24:06,R_1qUn6L1QPVxZLE7,,,,,29.998,-90.2133,anonymous,EN,1,2,2,0,0,12.381,0,0,0,11.069,0,100,0,0,0,10,30,70,100,,1,60,30,1,,36,1,,Q90|vA_sue|defective|negligence|vB_sue,Q71|capability|fault|counterfactual
2022-11-14 10:20:18,2022-11-14 10:24:28,0,73.154.224.110,100,250,1,2022-11-14 10:24:29,R_3m2b5wLTPNGOMtA,,,,,40.6005,-80.2105,anonymous,EN,1,2,2,0,0,27.131,0,0,0,14.819,0,100,0,0,10,57,68,97,100,,1,0,0,2,,68,3,,Q90|vB_sue|vA_sue|defective|negligence,Q71|fault|counterfactual|capability
2022-11-14 10:19:50,2022-11-14 10:25:01,0,108.200.98.217,100,310,1,2022-11-14 10:25:01,R_1hHkKeWi8e9z8vz,,,,,38.1228,-121.2543,anonymous,EN,1,2,2,0,0,24.462,0,0,0,19.56,0,90,0,0,10,5,20,50,65,2,1,65,20,2,,37,1,,Q90|vB_sue|negligence|defective|vA_sue,Q71|counterfactual|capability|fault
2022-11-14 10:22:26,2022-11-14 10:25:04,0,72.255.78.178,100,158,1,2022-11-14 10:25:05,R_2Bbrp3Mt8bcbYS2,,,,,42.0228,-91.6572,anonymous,EN,1,2,2,0,0,19.667,0,0,0,11.503,0,82,13,23,14,20,45,30,68,1,1,26,18,1,,39,4,,Q90|defective|vB_sue|negligence|vA_sue,Q71|counterfactual|fault|capability
2022-11-14 10:22:29,2022-11-14 10:25:13,0,73.173.56.156,100,163,1,2022-11-14 10:25:13,R_1I9N1O5PajQZInH,,,,,38.8078,-77.0523,anonymous,EN,1,2,2,0,0,21.357,0,0,0,12.955,0,84,33,28,33,18,58,74,28,,1,55,32,2,,30,7,,Q90|negligence|vA_sue|defective|vB_sue,Q71|fault|capability|counterfactual
2022-11-14 10:18:21,2022-11-14 10:25:21,0,74.83.73.15,100,420,1,2022-11-14 10:25:22,R_3QVlPq4IyCCfRnl,,,,,39.1642,-84.2356,anonymous,EN,1,2,2,0,0,46.042,0,0,0,16.902,0,100,0,0,0,0,0,100,100,,1,80,19,1,,68,4,,Q90|vB_sue|negligence|vA_sue|defective,Q71|capability|counterfactual|fault
2022-11-14 10:23:02,2022-11-14 10:25:53,0,107.2.209.212,100,170,1,2022-11-14 10:25:53,R_1P6mDkLVcT3btQa,,,,,39.9038,-104.9419,anonymous,EN,1,2,2,0,0,20.359,0,0,0,12.53,0,100,0,17,12,22,5,69,62,,1,38,46,1,,58,3,,Q90|defective|negligence|vA_sue|vB_sue,Q71|counterfactual|capability|fault
2022-11-14 10:21:31,2022-11-14 10:26:04,0,76.217.129.76,100,272,1,2022-11-14 10:26:04,R_SVnBNLGhpC3sYKt,,,,,33.0562,-117.2688,anonymous,EN,1,2,2,0,0,29.091,0,0,0,12.369,0,100,0,0,0,0,0,0,100,,1,40,0,2,,61,4,,Q90|vA_sue|defective|negligence|vB_sue,Q71|fault|counterfactual|capability
2022-11-14 10:23:24,2022-11-14 10:26:15,0,174.206.160.168,100,170,1,2022-11-14 10:26:15,R_1juJqmTsRZrG4jm,,,,,40.718,-74.0733,anonymous,EN,1,2,2,0,0,45.861,0,1.628,1.677,11.43,2,87,24,43,32,34,31,30,58,1,1,39,59,1,,31,4,,Q90|vA_sue|negligence|vB_sue|defective,Q71|counterfactual|capability|fault
2022-11-14 10:23:47,2022-11-14 10:26:26,0,97.124.244.83,100,159,1,2022-11-14 10:26:26,R_2rHpdJhobsJbYIc,,,,,33.5594,-112.0902,anonymous,EN,1,2,2,0,0,17.311,0,0,0,11.622,0,100,0,0,0,0,0,50,100,,1,10,0,1,,39,3,,Q90|defective|negligence|vA_sue|vB_sue,Q71|capability|counterfactual|fault
2022-11-14 10:23:07,2022-11-14 10:28:08,0,24.96.75.62,100,301,1,2022-11-14 10:28:08,R_1Nbj2jkhhylu7q4,,,,,34.7095,-86.7361,anonymous,EN,1,2,2,0,0,19.705,0,0,0,13.37,0,100,0,0,0,0,40,40,100,,1,0,0,2,,36,4,,Q90|negligence|vB_sue|vA_sue|defective,Q71|counterfactual|capability|fault
2022-11-14 10:23:49,2022-11-14 10:28:24,0,155.186.116.3,100,275,1,2022-11-14 10:28:24,R_1eRhFFSHnaQOk0H,,,,,34.5404,-117.3532,anonymous,EN,1,2,2,0,0,39.631,0,0,0,11.501,0,100,5,5,5,75,50,75,95,,1,10,0,2,,32,4,,Q90|vB_sue|vA_sue|defective|negligence,Q71|capability|counterfactual|fault
2022-11-14 10:24:02,2022-11-14 10:28:33,0,68.205.70.197,100,270,1,2022-11-14 10:28:34,R_2zBL6thPx2Vkby9,,,,,28.5504,-81.1833,anonymous,EN,1,2,2,6.612,24.813,25.802,2,0,0,11.883,0,100,0,0,0,0,0,65,100,,1,85,80,1,,63,3,,Q90|vB_sue|defective|vA_sue|negligence,Q71|capability|counterfactual|fault
2022-11-14 10:26:39,2022-11-14 10:29:28,0,24.197.205.81,100,168,1,2022-11-14 10:29:28,R_1lbivNmCImVHn6B,,,,,43.0628,-89.3171,anonymous,EN,1,2,2,0,0,14.693,0,0,0,11.183,0,100,0,0,0,9,60,100,100,,1,7,3,1,,48,4,,Q90|vA_sue|defective|negligence|vB_sue,Q71|fault|capability|counterfactual
2022-11-14 10:26:31,2022-11-14 10:29:50,0,32.208.88.213,100,199,1,2022-11-14 10:29:50,R_2pMETLT7sRCCD7n,,,,,41.1631,-73.214,anonymous,EN,1,2,2,0,0,29.098,0,0,0,17.819,0,97,6,4,4,48,17,42,42,1,1,10,3,2,,32,1,,Q90|vA_sue|negligence|defective|vB_sue,Q71|counterfactual|capability|fault
2022-11-14 10:22:59,2022-11-14 10:30:17,0,74.192.244.242,100,438,1,2022-11-14 10:30:17,R_211ITEwhuhN3Fs8,,,,,37.3131,-82.4129,anonymous,EN,1,2,2,0,0,13.599,0,0,0,13.222,0,82,19,20,28,75,63,74,87,,2,14,15,2,,58,4,,Q90|vA_sue|defective|vB_sue|negligence,Q71|counterfactual|fault|capability
2022-11-14 10:27:26,2022-11-14 10:30:19,0,65.60.89.50,100,173,1,2022-11-14 10:30:19,R_2xV4zwzKHZkbjML,,,,,33.6748,-117.9089,anonymous,EN,1,2,2,0,0,12.357,0,0,0,13.518,0,77,13,9,10,18,22,3,64,,1,53,63,1,,41,4,,Q90|vA_sue|negligence|vB_sue|defective,Q71|capability|fault|counterfactual
2022-11-14 10:23:24,2022-11-14 10:30:27,0,73.177.197.55,100,423,1,2022-11-14 10:30:27,R_3wPZUaUi6EQB2oh,,,,,39.1487,-78.2637,anonymous,EN,1,2,2,0,0,52.054,0,0,0,13.76,0,83,0,23,0,0,2,54,17,1,1,9,9,2,,48,4,,Q90|negligence|vA_sue|vB_sue|defective,Q71|fault|counterfactual|capability
2022-11-14 10:26:13,2022-11-14 10:30:40,0,74.195.169.136,100,267,1,2022-11-14 10:30:41,R_1JLdSzDqkBHIl3z,,,,,35.982,-96.7442,anonymous,EN,1,2,2,4.758,26.494,32.489,2,12.381,24.377,26.033,2,100,0,0,0,0,0,68,69,,1,78,62,1,,58,4,,Q90|vB_sue|negligence|defective|vA_sue,Q71|counterfactual|fault|capability
2022-11-14 10:29:10,2022-11-14 10:32:07,0,24.93.105.76,100,177,1,2022-11-14 10:32:08,R_1BVCGn82TB2ZlTR,,,,,38.2345,-85.7236,anonymous,EN,1,2,2,4.623,15.424,16.557,2,0,0,11.531,0,100,0,0,0,0,31,100,100,,1,73,0,2,,43,4,,Q90|vB_sue|negligence|defective|vA_sue,Q71|counterfactual|capability|fault
2022-11-14 10:25:58,2022-11-14 10:33:18,0,68.229.118.90,100,440,1,2022-11-14 10:33:18,R_3DtIwCjtxskxCnS,,,,,36.8336,-76.2644,anonymous,EN,1,2,2,0,0,24.806,0,0,0,14.24,0,100,50,0,0,0,0,100,20,,1,0,0,2,,38,5,,Q90|defective|negligence|vB_sue|vA_sue,Q71|capability|fault|counterfactual
2022-11-14 10:29:37,2022-11-14 10:33:18,0,68.43.95.173,100,221,1,2022-11-14 10:33:18,R_1rwERmqGEzybxvE,,,,,42.2385,-83.1783,anonymous,EN,1,2,2,0,0,17.728,0,0,0,11.176,0,100,0,5,0,5,10,10,90,,1,50,25,2,,41,4,,Q90|vA_sue|defective|vB_sue|negligence,Q71|capability|counterfactual|fault
2022-11-14 10:29:39,2022-11-14 10:33:49,0,67.84.23.158,100,250,1,2022-11-14 10:33:50,R_3IYxutSsHn1fggf,,,,,40.873,-73.8233,anonymous,EN,1,2,2,0,0,25.315,0,0,0,15.846,0,76,0,0,0,9,50,100,88,,1,7,4,1,,34,4,,Q90|vB_sue|defective|negligence|vA_sue,Q71|capability|counterfactual|fault
2022-11-14 10:28:31,2022-11-14 10:34:09,0,107.15.197.78,100,337,1,2022-11-14 10:34:09,R_yVHZ9llk0K9qO2Z,,,,,35.7965,-78.7981,anonymous,EN,1,2,2,0,0,44.617,0,0,0,15.043,0,100,0,0,0,8,72,100,100,,1,0,0,2,,,3,,Q90|negligence|vA_sue|defective|vB_sue,Q71|fault|counterfactual|capability
